Source.Name,aircraft_id,qty_needed,qty_res,qty_issued,qty_turned_in,unit_price,part_number,description,pos_ref,task_number,part_qty_oh,part_qty_ava,qty_on_order
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,4305890050,TRANSMITTER-TPIS,AVIO,,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,2.0,0.0,2.0,0,0.0,430B100-3,FILTER,AFT,330-212100-03-1-2,5.0,5.0,8.0
AIRCRAFT1_mats.csv,AIRCRAFT1,2.0,0.0,2.0,0,0.0,430B100-3,FILTER,FWD NT,330-212100-03-1-1,5.0,5.0,8.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,4313100-01-6600,OVEN 3000/3075 SERIES,CABIN,,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,2.0,0.0,2.0,0,0.0,44066,SEAL,ENG 2,330-793000-R3-1-2,10.0,10.0,4.0
AIRCRAFT1_mats.csv,AIRCRAFT1,2.0,0.0,2.0,0,0.0,44066,SEAL,ENG 1,330-793000-R3-1-1,10.0,10.0,4.0
AIRCRAFT1_mats.csv,AIRCRAFT1,2.0,0.0,2.0,0,0.0,44066,SEAL,ENGS,330-792000-RX-1-1,10.0,10.0,4.0
AIRCRAFT1_mats.csv,AIRCRAFT1,1.0,0.0,1.0,0,0.0,4557,LAMP,AVIO,,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,4.0,0.0,4.0,0,0.0,47S015613WSAW,COVERING-FLOOR NON TEXTILE (1 SH=7.65 M2) LAMINATE,CABIN,330-25-HWI-28,15.0,15.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,20.0,0.0,20.0,0,0.0,4913211082,LOUDSPEAKER,AVIO,330-237300-03-1,0.0,0.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,22.0,0.0,22.0,0,0.0,504680-423-2428,SEAT BELT SAFETY,CABIN,330-252100-01-1-2,12.0,12.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,91.0,0.0,91.0,0,0.0,504680-423-2428,SEAT BELT SAFETY,CABIN,330-252100-01-1-2,12.0,12.0,0.0
AIRCRAFT1_mats.csv,AIRCRAFT1,18.0,0.0,18.0,0,0.0,504680-423-9846,SEAT BELT ASSY PASSENGER,CABIN,330-25-HWI-24,0.0,0.0,20.0
AIRCRAFT1_mats.csv,AIRCRAFT1,2.0,0.0,2.0,0,0.0,51131-06728,3M PN6728 (TM ) OVERSPRAY PROTECTIVE SHEET ,APU,QSD FRM-035,61.0,30.0,0.0
